split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5589314516800652,0.79377270080368,0.9700264857066773,0.5204159974661359,0.7948974918431386,0.9771101251687386
1,0.5825746286500274,0.7689482382252203,0.9377005453609679,0.518188408994267,0.798291292373446,0.9793767537530778
2,0.5882814137900978,0.7614174801808633,0.9280121270717375,0.5331354766418053,0.7846619251652243,0.9640656441139802
3,0.563863811433723,0.7835058547530841,0.954754908597991,0.5137612629397159,0.8026778619558916,0.9838659871888543
4,0.5639773417681662,0.7852801153991257,0.953959349472316,0.5181961521217829,0.7978671386414138,0.9793688840072057
5,0.5839035238599702,0.7698268878383727,0.9350942670213289,0.5295251098784745,0.7847413203460458,0.9677861317045219
6,0.5677922559481743,0.7764897768088465,0.9539765955806077,0.506894793652451,0.8051020682429868,0.9907885148767965
7,0.5616130750109001,0.7853973294184593,0.9567684661160034,0.5128160899733107,0.8026411809072995,0.9848217646645955
8,0.5818862534276096,0.764470250459886,0.9335429446050142,0.5254266471392213,0.7913777574995889,0.9719923440568423
9,0.5579342495749535,0.8007602954620008,0.9702909113281175,0.5057740039344202,0.8135565329382729,0.9919138683323907
