split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5487689163606333,0.7971268015041374,0.9640048220384526,0.5056656344257217,0.8285732497154487,1.0051238529267597
1,0.5609062885263723,0.7857594849125337,0.9590859064327925,0.5138830711847362,0.8138249722374955,0.9967346374003645
2,0.5783242032776754,0.7718815516472688,0.9317096402328197,0.532357196390641,0.804496816338867,0.9776115089552379
3,0.5608789548837751,0.7901089328381001,0.9595666952378705,0.5148900106576049,0.8165919213310892,0.9957017874118878
4,0.560764622227709,0.784498755155112,0.9592380182410856,0.5090423056848019,0.8175003863753391,1.001685098935452
5,0.5773806476866061,0.7770994576576408,0.9445426918953284,0.5306894226554753,0.8030016600230049,0.9793532055022555
6,0.5798181540836504,0.7799151169455936,0.941189400088418,0.5282533450198411,0.8085436955315666,0.981891708322592
7,0.5755183913496005,0.7739256295157784,0.9423937970882657,0.5238587262045892,0.8059370022223905,0.98645457796426
8,0.5619299243654559,0.7919499502666089,0.9622966554472383,0.518831216263401,0.8129200933185537,0.9916488214590019
9,0.5685180122889608,0.7830174564446645,0.9480731872857011,0.5257457324591199,0.8066848166248752,0.9844979171901742
