split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5860823170473415,0.7664558264751031,0.9297674238360436,0.5383981541794974,0.7988212869505812,0.9828021824953747
1,0.5689269351169217,0.781372861769462,0.9476475470194006,0.5370142651421544,0.7999014273700822,0.9842743075659175
2,0.5586439119527823,0.7890864835308353,0.9590485452396075,0.5198092016148674,0.8186274169697982,1.0023958516434524
3,0.5869778341854912,0.7774463326595998,0.9359408292012289,0.5370559579505748,0.8057469352027754,0.9842299886150727
4,0.5511134250177776,0.7906046518890006,0.9616507173327237,0.5052342892643955,0.8282292936309402,1.0174946647444931
5,0.5646518744092834,0.7857797213714585,0.9533621829159606,0.5227482559679317,0.8150022183128091,0.9993235127769844
6,0.578273486549945,0.7691183141601422,0.9380320403017619,0.535054990846774,0.8028523440396691,0.9863547468553068
7,0.5717413019984419,0.7730232452435681,0.9406805627765549,0.5311556745321423,0.8086392150332705,0.99048220145424
8,0.5838667243101313,0.7738000122862418,0.9411009873997599,0.543111190455036,0.7957216668051813,0.9777720180082099
9,0.5809486896795588,0.7798414331016865,0.9445071760693472,0.5351693823670552,0.803827647394583,0.9862334017955063
