split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5694685474302317,0.7840201120686414,0.9501745149498785,0.5316627225197847,0.7875850349005973,0.9764431350735538
1,0.5734919197396144,0.7796890318409919,0.9415954652919115,0.5220028348852965,0.7985500051528531,0.9864617573497527
2,0.5881707938651872,0.7635254041566394,0.9242845523167046,0.536417273320273,0.7811990433604921,0.9714740757333392
3,0.5785983764146875,0.7798115923396206,0.9404988169749244,0.5337481460940801,0.7829959986938735,0.9742667447768889
4,0.5832057554059263,0.7804909919523486,0.9401745563706823,0.5371687042512412,0.7834699518485572,0.9706864151029807
5,0.5492073583754904,0.796997071119118,0.9629482628122527,0.5086740123000718,0.8073998292011518,1.0001208029394326
6,0.5753205205994147,0.7835931957090495,0.9490004924234455,0.5443592489616096,0.7782175035271668,0.9631166092364889
7,0.5625910460081893,0.7924638585652418,0.9555983903420598,0.5164908000348303,0.8000853949813961,0.992133157001715
8,0.5887352480904645,0.7733417354326702,0.9314220183379687,0.5389263145264216,0.7788286118986242,0.9688415623012194
9,0.571752136684511,0.7856285217399411,0.9440901819953698,0.5153942940601283,0.803748722041439,0.9932575036089075
