split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5613609647587129,0.7971397061198809,0.963468400662842,0.5068309376865879,0.8027182354439705,0.9866180753871008
1,0.5522064826750959,0.795472465276275,0.9655292034071521,0.5113496576453389,0.7986154477260908,0.9820876714155626
2,0.5784165407459273,0.7770829695355617,0.940644710250255,0.5204908305991213,0.7875534568901684,0.9728583564960752
3,0.5570042888480957,0.7966463951039855,0.9673511359952933,0.5099585984695085,0.7981274750665686,0.9834845508076199
4,0.5588906493171253,0.7912086953271266,0.9654636702513484,0.5090137716046327,0.7979703695173445,0.9844322004909265
5,0.5500266651906653,0.8025797597318435,0.9705267678858769,0.4888054240431934,0.8199122912176178,1.0044868925053256
6,0.568445215368585,0.7840903002447506,0.9528274349309642,0.5170846962778539,0.7911828910933686,0.9763075318886139
7,0.539101254199593,0.8139485423977434,0.9898507456809634,0.4932393606189218,0.8121063852313436,1.0001211076670087
8,0.5435869540670686,0.8199972096251904,0.9856606907447837,0.4880958792001554,0.8223380903027099,1.005183771326357
9,0.5648686555958107,0.7863385011533096,0.9543118637360101,0.5017168551260455,0.8009604760423146,0.9917204159753717
