split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5831154927166196,0.7704184986488904,0.9307960137950155,0.5447706757540173,0.7878984011570899,0.9771794628133168
1,0.5956925539354743,0.7488836762396988,0.909280572893804,0.5551968411529018,0.7742004734788155,0.9659244233600588
2,0.583757407196434,0.7654335720365973,0.9232124761185231,0.548014973445212,0.7869807637391131,0.9736911883062276
3,0.579853923328276,0.7660901438742782,0.9352012454644005,0.5437067882432529,0.7845906455316366,0.978320648451641
4,0.5802384074672777,0.7700286736419903,0.9346164276464557,0.5465156934737121,0.7842484538654838,0.9753047673071366
5,0.5808835889964876,0.7692766549621014,0.930365802023805,0.545909344898693,0.783443934755791,0.975956583808135
6,0.5877651179803418,0.762428666653091,0.9207853949577127,0.5401290276432138,0.7950627731254157,0.9821486285234289
7,0.5871403611337838,0.7619778010623339,0.927357508062367,0.5506805934591565,0.7756384648148075,0.9708157293042384
8,0.5968624145407808,0.7509627423885479,0.9113518910559595,0.5342971815439859,0.7907526154035853,0.9883565598453028
9,0.5889669376598511,0.7583014087106525,0.9211525936685097,0.547280149897426,0.7826974524783189,0.9744823656700708
