split,r2_train,mae_train,rmse_train,r2_val,mae_val,rmse_val
0,0.5443857583905978,0.8145795166489197,0.9752996765132073,0.5148949672694874,0.826466122244136,1.0179964060142868
1,0.554420290043137,0.7844862135179387,0.959067320944206,0.532594354520413,0.8061940282128907,0.9992527023930161
2,0.5664882849720714,0.7920154325528688,0.9463923091391407,0.5362008818626882,0.8147109595576482,0.9953900928806936
3,0.5620322628591881,0.7903594445905007,0.9501638831325829,0.5296265090260363,0.816010536038794,1.00242011692707
4,0.5863406291677081,0.7760667880073547,0.9345877053359622,0.5626038179276943,0.7869414150119008,0.9666424173715366
5,0.5623117624699435,0.7925175266527025,0.9525228476601769,0.5292862101513435,0.8169664915384608,1.0027826594268654
6,0.5607576585340353,0.7914183647529173,0.9562811945812678,0.5289848248220167,0.813999490268879,1.0031036353867675
7,0.5734878784829229,0.778137456118112,0.9391895325250399,0.533352230909024,0.8094577545513142,0.9984422529776564
8,0.5481520504490665,0.7978637764170791,0.9603017460118662,0.5156089696111543,0.8271823742980623,1.017246960615816
9,0.5614749560010226,0.7864791806465655,0.951193784725631,0.5286234665464068,0.819441476633286,1.0034883473057765
