formula,Egap
Cu3K3Nb2S8,2.1362
Eu3O7Ru1,0.1461
Ba7F34Fe6Mn1,1.1106
N12Rb2Zn1,4.0533
B12,1.4514
Na1S2V1,1.2781
Bi1F6Rb1,2.7839
Bi1Cl1S1,1.9464
F6Sn1Tl2,3.9268
B1Ba1Bi1O4,3.603
Ag1Hg2O4P1,1.3008
Ac1Br3,4.1084
C5H12N2O1,4.6255
Cl1Hg3O4P1,2.3713
S2V1,0.2893
Ca3Na2O16Si6,4.3091
C8Co1H24Li1N8O12,2.7169
Ge1K1N1O1,2.6357
Br1C5O5Tc1,2.5951
Cr1Cu1O3S1Sr2,1.7471
C1Cl2Sc2,1.0974
Ag4Ge2Hg1S7,0.8585
C3F9H18O18S3Y1,5.947
Au1Cs3Pb4,0.5468
Fe2S4Si1,1.5783
Br1Cd1S2Sb1,1.5759
Bi1K2O8P1W1,3.9734
F6Pb1Te1,4.5945
O7Sr2Ta2,3.0319
Bi1Co1Zr1,0.8662
Cl4H6O3Sn1,2.8458
Br3Fe1,1.589
Ba4Ge1P4,1.0113
In1O3Y1,2.1584
C4H9N1Se2,3.5357
Al2Cl8Cr1,2.523
Nb1O8Rb3,3.0317
B2Li2S5,2.4535
Hg9O16P4,1.8599
F1K3O4S1,5.2212
K2O12S3Zn2,4.8444
Au2P2Se6Tl2,1.015
Ag6Cr1O8Si1,0.1747
S3Sb1Tl3,1.5419
Pb1S4Sc2,1.9466
P4S10,2.59
C4Cd1Cl2H8N2,2.157
Br3P1,3.2774
Cu1La1S1Te1,0.4969
Gd1Na1O2,3.7112
Er1Li1O12P4,5.7066
Ba1Co1Er2O5,2.0328
H10Ni1O10Se2,2.7577
Br1Cu1O2Sr2,2.7393
I1O1Y1,3.4118
F1Ho1O3Se1,4.3029
Ge1Rb1S5Ta1,0.9676
As1Br3F6S1,2.5125
Br1O1Y1,4.4137
Ag2Ba1S2,1.3456
As2Zn1,0.2795
C6O6W1,3.1001
Ce1O4Sr2,2.879
F6K3W1,1.3655
Cl4Cu1Ga1,2.4881
Mg1Se1,2.5723
Nb2Se11Tl4,1.0484
As6K6Na4Sn2,0.528
La4Mn1S7,2.4309
Br5Nd3S2,2.1248
Cl10N2Si4,5.0678
Au3P7Sn1,0.209
Ba1N7Si4Y1,2.7338
As1Li1Mo1O6,2.3263
Ba2Ce1O6Pt1,2.1884
C2H2K1O9S1Tb1,3.0367
Cl9S1Sb1,1.7722
Fe1La3Mn1S7,0.8046
K2O9Ti4,3.3329
Al1Cs1Te3,1.3332
Cu1Ho1Pb1Se3,1.3819
Ag1P2Sc1Se6,1.9382
O32Si16,5.6773
Ga2N4Sr3,1.6335
Fe1Na6Se4,1.625
Cu2H1O5P1,1.0634
K2Te3Zr1,0.4362
Ba1H2O14P4Si1,5.7112
H3O9P3Sb2,3.9215
Cu1O8P2Sr2,1.7793
Cl19Li1Nb6,0.9562
Ag1F4K2,2.104
K1Li4Nb1O5,4.1034
As2Ba1H2O9Zn2,3.3756
Cu2Ge1S3,0.3555
H2Mn1O7P2,4.513
Cl2Cu1K2O4S1,1.6018
F6Hg3S2Si1,2.7993
Cl1La1Se1,1.2875
Ag3Na1S2,1.0973
Co1K6Se4,1.7405
As2In1O7Rb1,2.5657
Co1Na6S4,2.1866
Er1Te2Tl1,0.6179
Gd2Na2O10Ti3,2.529
F1In1O1,1.5028
F4Pd1,1.0332
B6Cs2O10,5.2676
Bi3I1In2Se7,1.2242
Ba1Ca2O9Si3,4.5666
B8S16,2.5535
Li3N4Sr2Ta1,2.1561
Ag1Bi1Cl2S1,1.385
O4P1Rb3,3.6757
Ag6Cl1F3Mo2O7,2.5141
Cl7N2Sb1Se3,1.682
As1Li1Ni1O4,2.7015
Cl4Cr1Cs2,1.919
S8Sb5Tl1,1.5353
H2K1O7Se1V1,2.6176
P1Rb3S4,2.7528
F8Na2U1,2.9197
Ba3Ir2O9Y1,0.1664
Cl4H12N3O3Re1,2.5663
O1Yb1,1.0551
C6Cl6H20N2Sn1,2.6685
As2O12S3,4.5701
F24Sb2Xe6Zn1,2.6096
Ag2Ba1S4Sn1,0.6116
Na6O9S2,3.0301
Na2O4W1,4.8971
C3H8N2O1,4.1717
C2F6H1N1O4S2,3.6781
Ba1Mg0.333O3Ru0.667,1.0313
Ga2Pb1Se4,1.7662
O8P2Rb1Ta1,3.4979
Ca1O8P2Zr1,4.343
Br2O1S1,2.7209
As4S5,1.9759
Cu1La3S7Si1,1.7804
C1Cl1Co1H18N6O3,2.435
H6Os1Sr2,2.8831
Hf2K2O5,4.4319
Nb6O16Sr1,1.9211
P5Yb1,0.4312
Ba2O9P2Te1,3.4237
Cl1H6Na1O5,3.0155
Be6Cd8O24Se2Si6,2.9344
Cl2H8Mg1O4,5.2928
Pt1Sb1Y1,0.2921
Cl1In1O3Te1,3.1460000000000004
C2H1K1O4,3.1303
Hg3O6S1,0.529
B12O24Se2Zn8,4.9395
Ca1Fe4O6,0.4599
In1P3Rb6S14,2.0282
O24Rb4Si8U2,3.8019
K1Pr1Se4Si1,2.1265
In5Rb1S8,1.3574
Co2Na6O6,2.0886
F7K1Sn1Zr1,4.2004
Br6Ca1Th1,1.8482
Cl2Ni1,2.9132
Ba3N4W1,1.9761
Br3Cr1In1,1.5882
N1Na3O4,3.7952
As2O8Pb3,3.2962
Ba1Cl2O6,5.2691
Ag3Au1S2,0.6432
Br9Te1W1,0.7095
C2H16N2Na4O16P4Zn1,4.7724
Ba1Ga1Nd1O4,3.7191
As3Sr4,0.5868
B9Li1O15Sr1,5.6153
H16N4O12P4,5.2523
Co1H8O16P4Rb2,4.5194
B3Be2K1O7,5.4206
Ag1F10P1Xe2,2.5082
Ca1H4O7Se2,4.2281
Cl16Ge6,3.1475
Ba1Hg1O5Ru1,1.0343
K1Ni1O9P3,4.5568
La1O9V3,2.5904
Cu1Ge1Pr3S7,1.7907
F14H2Mg1Sb2,4.3991
Ba2Mn1Te3,1.2736
Mo4Nd2O18Sb2,3.1654
Eu1H3Li1,0.4606
Cl6O1S6Ta2U1,2.1659
Au5K1P2S8,1.8571
Cs9F27Ni9,4.3123
Cu1Ge1Se7Tb3,1.1685
F6Li2O3Ta2,3.9884
Na5O6Re1,2.3326
Cu1S7Sn1Tb3,1.4016
Co1F3Na1,4.1647
N7P4Rb1,3.6988
Se3Th1,1.2118
K3Na1O8Se2,3.5483
In2Li2Se6Si1,1.5216
Cl4Tl2,2.2083
Hf1I1N1,0.9753
O8Pb2Te1U1,2.6856
C2Cs1I3N2,3.459
Ni1O3Se1,2.7367
B7Cr3I1O13,1.8595
F6Li2Tb1,0.3403
Al1H6Nd1,2.0871
Ba1Cu1F1S1,1.9293
Na3O5Os1,0.8953
Ag1Ga1P2Se6,0.8267
I8Pt3,0.8446
Ca2O5U1,3.1341
O9P2Zr2,4.1099
Br2Ni1,2.2291
Ba3Ca1O9Sb2,3.1721
Cl1O4Rb1S1Zn1,4.9526
Ag2Cd1Ge1S4,1.2683
C8H48N24O24Pt1W6,3.1975
Mo1O6Pb1Se1,2.0422
C5Er1H9N2O8,4.4849
K1P1Pb1S4,2.3674
Bi1O3Rb3,3.1139
P3Rb5S12Th1,2.2183
La1N1O2Si1,0.8282
Bi1Cs1Ge1S4,2.024
In1Li1O7P2,4.0919
F1Mn2O4P1,3.1362
B1S3Tl3,1.3962
Ca3N1P1,0.8052
Al1Br4Tl1,4.1436
Ag1Hg2N1O5,1.2033
Cl1H1O1Sr1,4.9676
O7Pr3Ta1,3.5481
Br6K2Pt1,1.1032
C1Dy2N2O2,3.9777
Cl4Cs6O1,1.9951
Ca1Cu1O10Si4,2.3669
C3O9Rb2Sr2,4.472
K3O2S2V1,2.4102
Bi1Cs2F6K1,4.9296
Ba2Cu3Li1O6,0.4017
Ba2Gd2O13Si4,4.6984
H6O14Rb2W2,3.0557
Cs2F6Fe1Na1,3.8002
Ba6Mn5O16,1.4355
B1Dy1O3,5.3748
As1F11H1N1S1Xe1,2.5161
Br2O1V1,0.4011
Bi1Ce1O9W2,3.2230000000000003
Ca1Ga1Ge1H1,0.4665
Ag1In1O2,0.6242
C1F3I1N2O6,3.3266
Nb2O7U1,0.9133
Li3O4Ta1,4.6408
Ga5H1O8,2.2874
Cd4K6Se13Sn3,1.2136
H2O8P2Ti1,0.9748
K2O15Si6Ti1,3.7486
O4Sb1V1,0.2038
C1Cl14Ti6,1.1977
Cr2Li2N8O1Sr6,1.8679
As2O4Pb1,2.8502
Na5O16W4Y1,4.5431
Cs2N2Tb6Te7,0.7836
In2Pb1S4,1.4856
As1Cu1H1O5Pb1,1.2217
Ca1Si1Sr1,0.417
Na10Sn12Yb1,0.6786
Ce5Li5N12Si4,2.2968
C4N4O4Si1,5.6497
Cl3Ge1Rb1,3.7692
K3Na1O9Re2,1.9304
Er2Hf1S5,1.2689
Br4In1K1,2.8754
Br1Cr2O4P1,2.1121
I4Ti1,1.4429
C3Hg1N3Rb1S3,1.9808
Ba1Dy2Te4,0.7822
Ba2Ho1O6Ta1,3.5027
Cs3P1Se4,1.8144
Cs1F4Mn1,0.1658
Bi1Mn1O5V1,2.2219
Cs1Cu3O2,1.7009999999999998
Au1Gd3O6,1.8622
Cl4K2Mg1,4.7626
Al3O27P9,5.5174
I4S1Tl6,1.7627
C2Mg1,2.5559
Cs1Li1Mo1O4,4.3210000000000015
C2H8I3N1Sn1,2.7512
As1Na1O4Zn1,3.1207
Gd2Hf2O7,3.4526
Ge1H2O4Sr1,4.0755
K2Li14O14Pb3,1.9241
O8Ti3Zn2,3.1745
As3Ba1H1O11Zn2,2.5298
Br14Ga4Te4,1.2919
Ca1Cl2H4O2,5.3547
Ce1F7Zr1,4.2239
C1La2N2O4Si1,4.1984
Ca2N4Sr1W1,2.653
Ca1H8K2N12O4,4.1744
Ag1K2Sb1,1.1821
Ge1Na1O4Yb1,0.3429
B1F9Sn3,4.3667
As1K3,0.122
Cr2O6Te1,1.5291
Bi1N1Sr3,0.2632
F7Pb2Rh1,2.7824
Na1O6Si2Ti1,2.8943
Cr2O7Rb2,2.7717
In2O7Si2,2.8222
Cl1K3O1S3W1,2.5795
C4Cd1H8N6S4,3.3104
C4Hg1N4S4Zn1,2.4899
F6Li1Mn1Ti1,3.1979
Cl1N3,2.2733
Bi2Ho1I1O4,1.3976
Cu1Gd2K1Mo4O16,1.4048
B2Li3O6Sc1,2.5509
Cl4Ta1,1.4594
Al1Li1Se2,3.0225
Eu1O4Ta1,0.3203
As2F12N2S1Se2,2.2555
As2Ge3Te6,0.3416
Ca1Mn4O15Si5,2.9446
Br3Ca1In1,3.1194
O6Rb6Tl2,0.0835
Cd3Cl3P1,1.8231
Bi12Ge1O20,2.4426
Ag5O4P1Te1,0.9687
Ba1Ge2S5,2.1547
Ge1Li2O3,3.5103
Cl3Mo1,0.7437
I2Ni1,1.4344
Cd3O9Si3,2.6906
Bi1O3Rh1,0.9063
Mo1Na2O6Se1,3.5597
Br1O12P3Sr5,4.9392
Ba1Co2H2O9P2,3.8711
Ag1Au1F4,2.1832
F4Se1,4.0456
Cs2O2,1.6429
Ge2Na1O12P3,3.7664
Ba2Mn1S3,1.86
I4Li2Zn1,3.4004
Ho1P5,0.0858
Br2Cl2Cr1Cs1H18N6O8,1.4245
Fe1K3O2,1.5872
Cu1Mo2O8Tb1,2.1054
K1O12P3Ti2,2.9546
Ca3Cl2Ge1O4,4.1628
F4S1W1,3.1999
Br2Co1H12O14,2.482
Au1K1N12,1.4738
Ca3Mn1O6Zn1,2.4439
O9P2Si1V1,2.4821
Gd1Rb1S2,2.1219
Fe1Se5Th2,1.2138
La2S5Si1,2.4684
Cr2Li4N6Sr2,1.4137
Ag1Ce3Ge1S7,1.8356
Ba2Ge1Se4,1.378
Ba2Br1In1O3,1.9888
C3F1H7N1O5Sn1,3.1303
B1K2Li1O3,3.5977
As3K5O10,3.0374
I2S1Sn2,1.6433
Ag1Se2Tb1,1.022
H12Na4O24P6Rb2,5.0438
Eu1H1O12P4,0.4147
Ca2Mg1O6W1,3.4327
Fe2Ge1S4,1.4034
H1Mn1O2,2.3746
Bi3Cl5O10Te4,2.3712
Ca1Li1Sb1,0.6278
Ba4In2S8,1.9509
C12Cl2H28N2O8Rh2,2.6581
Hg1O3Te1,2.2504
O8Si1Sn6,1.874
Cl16Re4Te8,2.2588
C1Cs1H1O2,4.4127
Ge1Li4S4,2.446
Ba2Cu1O7Si2,1.4275
Cr1La1Se3,0.2565
F8Na3Pa1,4.2176
As1Co2H1O5,2.2895
Eu1O4Sb1,0.5429999999999999
Mg1O6Pt3,0.6517
As1La1Te1,0.1031
I3S24Sb1,2.3139
O10Si3Sr1Y2,4.9216
H8Mg1O16P4Rb2,5.2786
Cs1In3O5,1.5969
B1Cl1F4O2,1.913
As1Ba1Li1,0.5946
Fe1Na4O3,1.1001
P4Se3,2.1779
Cl6Sn1Tl2,2.1435
C4Hg1Mn1N4Se4,2.1521
Br3Pt1,0.997
H1Ho1Se1,1.4943
Al12Cd8O24Te2,2.6486
Ca1F6Ti1,5.0763
Bi1Li1Sr1,0.5502
As1O5Rb1Sn1,1.823
Co4Na10O10,1.6708
Cl6K2Mn1,0.5038
H2O8P2Zr1,4.3888
Be1Br2,5.1884
Hg1I2O6,2.6854
Ge4Na4Se10,1.5375
B3Ca4K1O9,4.5962
Nd4O4Se3,1.2545
I0.33Nb1Se4,0.1788
P2Rb2S6,1.8162
H2Mn1O8Se2,2.1628
Ba1Mg1O4Si1,4.1167
Al2H5K1O11P2,5.0273
O6Sb2Sr1,2.7910000000000004
Cs1Mn1O4,2.2268
Ba3Ge1O1,0.3109
B1Ba1Na1O3,3.6641
O1S2Tb2,2.523
Cu1Ge1Ho3S7,1.8149
Cd1O3S1,3.1289
Hg2O5Te1,0.5163
Cu2Te3Zr1,0.0344
C10O10Tc2,2.5714
H10Na2O8Si1,4.5614
Cs2I6Te1,1.4093
Au1K3Sn4,0.4152
O4P1Tl1Zn1,3.8841
Ca4F1Na5O16P4,4.7252
Ag2C2O4,3.1126
Ge1Ru1,0.2716
Eu1Ir2P2,0.4616
Cl2Ru1Te8,0.2019999999999999
As3Ca5F1O12,3.9578
Cl6Cs2Re1,2.6577
F3I1,1.7286
Ag1O1P1Th1,0.1416
C2Hg2N2O1,3.0592
C2Cd1Cl2H12N8S2,0.6816
Li1Mo3O16P3,0.9683
Ba1Cd1S2,1.6869999999999998
Cl1F5Ge1O2,1.7431
Ca10Li1Mg1Sb9,0.9173
K2O7Sr1Ta2,2.3326
Ca1Cr1H2O5,2.8855
Er1S2Tl1,1.4174
Ba2Cl1Co4O7,1.3395
Ho1Rb1S2,2.3258
Ce3Cu1Se7Si1,1.4102
Ho3Pr1S6,1.0005
Cl1La1Nb2O6,2.9569
Ag1Ba1S6Sc3,1.9257
Al1B1O4Sr1,4.6982
N2S1Th2,1.6177
O11Tb2Te4,3.2423
Mg1Mo2O7,3.5087
K2Mn1P2S6,1.5114
Al6Cl2Ge6Li8O24,4.1399
Mo1O6Rh2,0.0544
Ge38I8P8,1.0632
H2I2Na1O9V1,3.0074
C1Cl14Zr6,1.2782
As1C3H10I1,3.5779
K2Pt1S15,1.91
K2N4Ni1O12,2.9569
Ba1O10Sc2Si3,4.9974
Ca5Ga6O14,3.1642
F18Sb3Tl1,2.2758
H2Mn3O16P4Pb2,3.4174
Cs2Na1O4V1,3.915
Cu1H4O6P2,1.0348
Ba2F10Ni3,4.2899
F31Rb7Th6,5.7729
Ba1C1N2,2.3007
Al3B4O12Y1,5.3541
Fe1O12P3Sn1Sr1,2.7457
Ni2O14P4Si1,3.9355
Ba3Ca1O9Ru2,0.9497
Fe1Na1O4P1,3.4946
H6K2O6Pb1,2.1431
Li1N1Sr1,0.2581
Ba3O5Si1,3.5267
As1Na1Nb2O8,3.0895
Cl5Fe1N4S4,1.5445
F7In1Sr2,5.0411
As4Cl7Hg6In1,1.3901
Cl4Re6Se8Tl2,1.5896
C8F6H28N2O4V2,0.0537
Ag1F1S1Sr1,1.6306
C2Cl2H8N4Ni1S2,1.9791
Pb1S3Sn1,0.8836
K1La1S2,2.4055
Hg1K2S2,2.1194
Bi2C1O5,1.1352
B3N6Na1Sr4,1.9698
Cl6Na1Ta1,3.0903
Er1S3Sc1,1.9778
Br14Cd1W6,2.2565
O3Pb1S2,3.5498
F12Sb2Te4,1.1615
H2Mn2O5S1,2.0508
Eu1Nb2O6,0.7135
Au2Br6Rb2,1.1099
C1Ga3N3Si1,2.5677
I6Te1Tl2,1.6284
I3Rb1V1,2.2526
Cd1K2N4O8,2.447
Ni3S8Ta2,0.6344
F3Hg1Rb1,0.6536
C6F6Na4O12Sn4,2.46
B6H2O13Sr3,5.0557
C1Ga1N5Sr4,1.4503
H6N4O4Pt1,2.4779
Cl3N1Y2,2.062
Mo10O34Tl8,2.4418
Bi4Sn1Te7,0.386
Ba1Ga2O8Si2,3.9557
S5Tl2,1.6556
Cl4H12N4O3Zn1,3.0992
Cl3H14O7U1,2.7551
Na1P1Sr1,1.2535
Dy1Li1Se2,1.5413
Ba6C60,0.1743
Ag8S6Ti1,0.8694
F6Ga1H12N3O3,5.1184
Er1F1Mo1O4,3.6311
K3Li3O6Te1,2.6987
Ag2O11V4,1.4527
Fe1O6Sr2W1,2.2772
B6Ba3Ge2O16,4.0772
La1Na1O7P2,5.2349
Cl11N1Re2S2,0.8618
F3Na2O4S1Sb1,4.4430000000000005
Ir1Sb1Se1,1.1772
Ba2Cl7La1,4.8107
Cs4P6,0.8354
Cs1F1O3S1,5.1606
Au1C1N1,2.7858
Ba2O7Si2Zn1,4.2748
As2Co2O8Sr1,2.6795
Cl1O3Se1Tb1,4.3829
As2Ba2Se5,1.0156
K4Se12Tc6,0.8390000000000001
Gd1O8Se2V1,1.8601
Cs3Nb1Se4,2.2091
B1H4Na1O4,5.107
O7Sn2Sr3,1.7642
As1Na2Nb1O6,3.4574
As1F6N1O2,3.1946
O9S1Zr3,3.8021
K2O13Ti6,3.2056
Eu1K1P1S4,0.7896
Bi1Na1O3,1.1553
La1O3Y1,4.7275
Br3Cu3P4S3,1.7932
O8S2Th1,4.7421
Hf1S3,1.1075
Ag1F11Na1Zr2,2.5208
As2Co2O7,2.4224
Co5O15Sr6,0.2174
Al2Ca1S4,3.53
Cl6K2Ti1,2.6192
Co1F11Na1Zr2,4.5533
Ba1S4Sb2,1.4549
Bi2Br1Eu1O4,0.4481
Ba1F6Ti1,4.8003
Cu2I3Rb1,2.1112
Al4Bi2Se8,2.2464
Al2Br7K1,4.1091
C4H2K2N4O2Pt1,2.2419
La2S3,0.9252
Ce3Cl3O6Ta1,0.9375
Ba2In2Se5,1.4403
Cu1F3Rb1,1.5944
O8Ta2U1,1.2896
C1Hg1N2,2.4459
F7K1Sb2,4.1651
Cl9K3Mo2,1.172
Cl10Gd6O12Si4,4.8205
As1O4Y1,3.6553
Cr2K1La1O8,2.6210000000000004
K3Mn2O8,0.3472
Ga1O2Tl1,2.1443
Ba1Cu1F1Se1,1.7406
Ca1H2I2O7,3.5888
K2Pt4Se6,1.0031
C1H6N2O2,4.8088
K4O18Si8,4.4218
Ir1K3Li1O4,1.1932
H4O4P2Zn1,4.2468
Ho2Pb1S4,2.2492
F2K1N1O1,3.2155
Cs4F10Fe3,2.8759
Cl8Mo1O1P1,0.9193
Mo2O14P2Te1Tl2,2.6755
K1Mn1O4P1,3.049
F1Nd1S1,1.2267
Bi1Ca2O6V1,3.0163
H1Hg1N1O4,1.6978
Cd1Cl1O15Rb4V5,2.3004
K4N2O14S4,2.0288
Br3Cs1Ni1,2.2649
O9P2U2,3.2336
C4Cl2H12O6V2,3.1812
C8K5N8Nb1,1.7848
B2Be2F1K1O6Sr1,4.9056
Cs4Ir1O4,1.0837
Na1Sb1,0.4852
Br2Cl2Cu1Rb2,1.0099
Cl2Fe5O18Te6,1.1468
Ca1O5Te2,3.3551
B2H16Na2O14,3.8726
O7Sc2Si2,4.171
F1Se1Y1,2.1734
Cr2Fe1K1O8,1.2123
Dy1O19Ta7,3.3813
Br6H12O6Zn3,3.8978
Cs1F5Te1,4.6377
Al1Li1Te2,2.4319
Cd1Cr1F6,1.5635
B2Cl1La1O4,5.1788
Nb2P1S10Tl1,0.713
Se3Ta1Tl1,0.4001
Li1O5Si1Ta1,3.9352
Al4H6O18P6,1.8948
F6O4S1Te2,4.0111
C3F1H10N2O4P1,5.1258
Cl6Hg6P4Sn1,2.1061
H8I6N2Re1,1.6087
As2Be2Mg1,0.4051
O6Te1Zn3,1.7331
Cs2O7P2Sr1,4.8356
Cu1O3V1,1.1396
Ga1N5O14,1.1405
Cl1,2.3605
B2Ba1Be2O6,5.3928
Ce1O4Zr1,2.4032
As1Nd1O1Zn1,0.8214
Al2Cl6H12N4,5.1069
Cl5K2N1O1Ru1,2.168
B2Cd2O5,2.5893
Ce1N2Sr1,1.0184
F2N3O1P1,4.8268
N1Na1Sn1,0.7679
Be3Ca3F2Li2O12Si3,5.7353
Ga1Ge1N1Sr2,0.0293
Al2Ca2O7Si1,4.2888
K2La1O15Ta5,2.7286
As1B1O4,4.2696
Cs2O7U2,2.5618
Be4Na10O17Si4,3.9759
K1O12P3Zr2,4.29
F5Fe1H4O2Zn1,2.8328
Cu1O2Rb1,1.2739
N2Ni1O6,3.2388
F3K1Pd1,0.9217
Bi2O2S1,0.841
As2O1Sr4,1.1928
Er1Li1S2,1.9902
B7Fe3I1O13,2.7008
Na1O6S2Tl3,2.8510000000000004
H2O2Pb1,2.2614
F4O2Sn4,2.6749
Ge1K1Li3O4,3.8969
O6Pd1Sr4,1.7990000000000002
F3Na1Zn1,5.1534
As2Ba1O8V1,0.2155
C4H12O3P2,5.3646
B3O6Tb1,5.2178
Ba1Cu1F4,1.6578
K6Mo4O21U2,2.9211
O9Rb2Si3Sn1,3.4315
H6Na3Rh1,3.2689
Ca1O7Si2Zr1,4.5841
Mn1O4U1,0.9043
O8V2Zn3,2.9804
K2Nd1O15P5,3.9973
Ba1O3Se1,3.8794
C2F5H12N6Sb1,4.9547
Ca1Mn1O7P2,4.1112
Gd2S5Zr1,0.9958
Li2N2Th1,1.892
Cr1H6O7S1,2.9325
Dy1O4Ta1,4.1804
Cd2O5U1,2.7863
C2Ca11N10,0.7765
B2Ce1Cl1O4,5.0253
Co1O3Te1,2.575
Cl1Fe3O8Pb4,1.4723
Eu2Hf2O7,0.1808
As3Ba3In1,0.5232
Cu1Ga1O3S1Sr2,0.9158
C4H20N4O12Pd1Zn1,3.5581
Cs1I3V1,2.2733
Ge2N6Sr5,1.3601
Ba1N2Si1,2.9203
Bi1Ca3N1,0.3835
Fe1Pb4Sb6Se14,0.8976
As1H1Hg1O5Zn1,1.5668
C1S3Tl2,1.8796
C6H18I2Pb2,3.1294
Ba2Hg1S3,1.3515
Be1Li2O4Si1,5.5815
Cr1Gd1O6Te1,2.6493
C3H8O2,5.1101
Ba1S2Sn1,1.6755
As2Ca1K2O7,3.5134
As1K1Zn1,0.3912
Li6O4Zn1,3.9763
Bi2Cl1Eu1O4,0.6262
Mg1O5V2,2.1627
Ca4O6Pd1,2.0319
Ca1O8P2U1,3.3043
As4Cl2Cu2S3,1.7172
Nd4S12Si3,1.9183
Cd1Cl8Na6,4.2261
Gd1I1S1,2.5728
Cd1Dy2S4,1.1225
Bi2Co1Mn1O6,0.8429
As2Cs1H2O8Sc1,3.6812
Na2O7Si2Zr1,4.598
Cu2Mg1O8V2,1.3208
F2K3Na1O6P2,4.5056
Be1H3K1,3.209
I6Rb4Yb1,3.0484
Hf1Mo2O8,2.8272
C2F1H4N1O4Sn1,2.7115
Al3C2O5Sc3,0.6661
Cl6U1,2.3567
B1Na3S3,2.5759
Fe1K2O4,1.605
C4F12H17O20S4V1,0.9768
Bi1K1P2S7,2.3919
Al1K1Li4O4,3.9728
Ca1Sn1Sr1,0.3417
As2Br2Cd2Hg2,1.016
Cl6N2O2P2S1,3.5839
Li1O2V1,2.9183
Li2O8Sn3Zn1,1.6251
Ag1Er1S2,1.4385
Cs1O10Sr2Ta3,2.259
B3Si1,1.4144
I1O12P3Pb5,2.3319
La2O4Se1Si1,2.7307
F4Ga1H4N1,5.2573
Ce1Na8O18Si6,2.6761
Cr3H6K1O14S2,2.6874
Cr1La1S3,0.2562
Ag1In3K2Se6,1.2627
C2H4N2Ni1S4,2.3732
Ba3O9Sb2Sr1,3.1322
Al2Te5,0.9747
As12Ce1Ru4,0.1377
Ba2Sb3,0.2631
Mn1O5Te2,2.1574
Ge1K2O4Zn1,3.1524
H3O19S1V3Zn7,2.9705
Mn3O14P2Pb3Te1,2.5607
Er2S4Zn1,2.428
N2O5S3,2.7269
Cl4Re6S8Tl2,1.8121
Cs1Gd1S2,2.0817
Au3Sb4Y3,0.4792
B1F1N2Sr2,2.5717
C4Cl2K2N4Pt1,2.6256
C4H8O4Sn1,4.3306
B12H12Rb2,5.4196
H9In1N2O8P2,3.8526
C6Cl2F14Te1,3.3239
Ba2Si1Te4,1.1035
O5Sr1Ti2,2.4088
Gd1Li1Se2,1.2225
C2Co1H8Na2O10,3.8872
La1O3Ru1,0.701
Br5Sn2Tl1,2.3611
K4Sn2Te6,0.8459
H3I1Si1,4.1124
Ag8Ba1S5,0.6657
Cl11Nb4Rb1,0.6504
Ba1Gd2O5Pd1,2.4112
Ag1La3S7Sn1,1.8836
Cs2Mo2O14P2Te1,2.8391
Ag1Hg3O6Sb1,1.0404
Ba1Ho2Te4,0.7793
Ce1Cu1S2,1.3542
Ba2Cd1Se3,1.6178
O24P6V4Zn3,1.6392
Be1F2H6N2,5.9513
Cl1H4N1O1,2.2301
Ca1S3Zr1,1.1903
Cl3Nd1,2.9171
K1La1O12P4,4.9043
Er1H1O8S2,4.8891
B2Na2S5,2.6121
Ho2S5Zr1,1.2499
Ba1O14Sr4U3,3.0488
Au1K1Se2,0.919
Br1Dy1Mo1O4,1.8205
As4Eu3,0.2956
C14Co1H24N8Rb1,5.0310000000000015
Ca2Cl1Cr1O4,1.0563
Ag1C2Li1,1.8915
Cs2O8P2Ti1,4.0361
C4Cs1H7O10,3.259
F4O3P2,5.5713
F18Ni6Rb6,4.0605
F4Sb1Tl1,3.6022
Al2Cl8Ni1,2.8907
H4N1O4Re1,4.1696
H11N2O4P1,5.4493
I5Pb1Tl3,2.5988
Ca3Cu2P4Zn2,0.1946
C4H5O15Rb1U2,3.287
C2Cs1K1,3.4617
H1Na2O5P1Zn1,3.9492
Ag2O7P2Pb1,3.0775
Bi1K1O2,1.8553
Ge1K1Nd1S4,2.2968
Cl2Fe2O5Sr3,0.6614
Cl3La3O7Si2,4.8772
O5Pb2W1,3.103
Mg1O5Te2,2.3834
Fe1Ge2O7Y1,2.4985
Na2O7P2Pb1,4.2994
Co3Li2O12Se4,3.4776
H10N2O8P2,5.6811
Gd1O1P1Zn1,1.3252
C2F2O3,5.2632
F6Na1Rh1Tl2,2.8042
Br1F5Sn3,3.1942
Cl18K2Nb6Sr1,1.098
O6Ti2U1,2.6874
Cl3N1Nd4S3,2.6102
K2P2S6,1.7118
B2Ba1Ga2O7,4.0527
B1Ga1O4Pb1,3.3718
As1F7Sn1,3.4228
Ba1Ca4Co2N4,0.6315
Co2H4O10P2Pb1,3.9986
Bi1Cl2Cu1S1,0.8741
Ge1Te3Tl2,0.4611
Si38Te16,0.8867
Al1As2Li1O7,3.0351
H6Ir1Na3,3.7131
Ba3Mo2O18P4,2.0016
C4H4O12Y2,3.4392
Be1K4P2,1.1447
Br7Fe1Te1,1.9308
Cs2O9V4,2.1244
Ba2Na1Nb5O15,2.4925
Cl3O6Pr3U1,1.9022
Cl2O24P6Pb10,3.3576
K1Na1Nb1O5Pr1,3.1815
In1Na1O2,2.0709
Cs2Pt1Te2,1.2344
